matrix,block_list
"[[1, 1, 1, 1, 1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, -1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, 1, 1, 1]]","[3, 41, 7]"
"[[1, 1, 1, 1, 1, -1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [4, 7, 7, -1, -1, 6, 6, 6], [4, 7, 7, -1, -1, 6, 6, 6], [4, 4, 4, -1, -1, 6, 6, 6], [4, 4, 4, 3, -1, 7, 2, 2], [4, 4, 4, 3, -1, 7, 2, 2], [3, 3, 3, 3, -1, 7, 7, 7]]","[3, 30, 35]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 22, 7]"
"[[1, -1, -1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, 1, -1, -1], [-1, -1, -1, 1, 1, 1, -1, 1], [-1, 1, 1, 1, 1, 1, -1, 1], [-1, 1, 1, 1, 1, 1, -1, 1], [-1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, -1, 1], [-1, -1, -1, -1, -1, -1, -1, 1]]","[20, 21, 31]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 22, 4]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [2, -1, 2, 2, 2, 7, 7, 7], [6, -1, 6, 5, 5, 7, 7, 7], [6, -1, 6, 5, 5, 4, 3, 3], [6, -1, 6, 5, 5, 4, 3, 3], [1, -1, 1, 4, 3, 4, 3, 3], [1, -1, 1, 4, 7, 4, 7, 3], [1, -1, 1, 4, 7, 4, 7, 3]]","[22, 3, 5]"
"[[-1, 1, 1, 1, 1, -1, 1, -1], [1, -1, 1, 1, -1, -1, 1, 1], [-1, -1, 1, 1, 1, -1, 1, 1], [1, 1, -1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, -1, 1, -1, -1, -1]]","[11, 25, 7]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 5, 5, 5, 5, 5, -1], [1, 1, 5, 5, 5, 5, 5, -1], [1, 1, 7, 7, 7, 7, 7, -1], [-1, 1, 7, 7, 7, 7, 7, -1], [-1, 1, 7, 6, 6, 6, 7, 5], [-1, 7, 7, 7, 6, 6, 6, 5], [-1, 7, 7, 7, 6, 5, 5, 5]]","[11, 22, 7]"
"[[1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, -1, 1], [-1, 1, 1, 1, -1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1], [-1, -1, -1, 1, -1, -1, 1, 1], [1, -1, -1, -1, 1, -1, -1, -1]]","[18, 33, 35]"
"[[1, 1, 1, -1, 1, 1, 1, -1], [-1, 1, 1, -1, -1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, -1, -1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, 1, -1, -1, -1, 1]]",
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[13, 37, 38]"
"[[1, 1, 1, -1, -1, -1, -1, -1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [-1, -1, -1, 1, 1, 1, 1, 1]]","[11, 22, 5]"
"[[1, 1, 1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 34, 7]"
"[[-1, 1, -1, 1, -1, 6, 6, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, -1, 6, 5, -1, 6, 6, 5], [1, 5, 6, 5, -1, 6, 1, 1], [-1, 1, 6, 5, -1, 5, 6, 1], [-1, 6, 5, 5, -1, 5, 5, 1], [6, 5, 6, 1, -1, 6, 5, 5], [-1, 5, 5, 5, 6, 6, 6, 1]]","[22, 22, 42]"
"[[1, 1, -1, -1, -1, -1, -1, -1], [1, -1, -1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1], [-1, 1, -1, 1, 1, 1, 1, -1], [-1, 1, -1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1]]","[17, 28, 4]"
"[[1, -1, 1, 1, -1, 7, 4, -1], [1, -1, 2, -1, 7, -1, 4, 7], [1, -1, 2, 1, 1, -1, 1, 7], [1, -1, 1, -1, -1, 7, 7, 7], [4, -1, 4, 7, 1, 4, -1, 1], [1, -1, 4, 4, 1, 4, -1, 4], [-1, -1, 1, 1, 1, 4, 4, 1], [-1, -1, -1, 1, 7, 4, 4, 4]]","[22, 35, 42]"
"[[-1, -1, 2, 2, 1, 2, 2, 1], [-1, -1, -1, 2, 4, -1, 4, 4], [4, 1, -1, 4, 4, 1, 2, 2], [1, 6, 1, 2, 6, 6, 6, -1], [-1, 7, 4, -1, 1, 1, 1, 4], [1, 1, 1, -1, -1, -1, -1, -1], [1, 3, 3, 3, -1, 4, -1, -1], [1, 1, 1, 1, 1, 2, -1, -1]]","[10, 16, 17]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [-1, -1, 1, 1, 1, -1, -1, -1]]","[3, 37, 4]"
"[[1, 1, -1, -1, 1, 1, 1, -1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, -1, -1, 1, -1], [1, 1, 1, -1, 1, -1, -1, 1], [-1, -1, 1, -1, 1, 1, 1, -1], [1, -1, 1, -1, 1, 1, 1, 1]]","[18, 22, 32]"
"[[1, -1, -1, -1, -1, -1, 1, 3], [2, -1, 1, 2, 7, -1, 1, 1], [3, 3, 1, 3, 7, -1, 3, 1], [2, 2, 1, 1, 7, -1, -1, 1], [2, 2, 2, 3, 3, -1, -1, 3], [2, 2, 2, 3, 3, -1, -1, -1], [3, 1, 4, 3, 3, -1, 1, 3], [-1, 4, 4, 4, 3, -1, -1, 1]]","[34, 42, 42]"
"[[1, 1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[25, 36, 7]"
"[[1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, -1, 1, 1, 1, -1], [1, 1, 1, -1, 1, 1, 1, -1], [1, 1, 1, -1, -1, 1, -1, 1]]","[11, 19, 42]"
"[[-1, -1, -1, -1, -1, -1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[10, 11, 7]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 7, 9]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, -1, 1, -1, -1, -1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1]]","[12, 22, 35]"
"[[1, -1, -1, 1, 1, -1, 1, -1], [-1, -1, -1, 1, 1, 1, 1, -1], [1, -1, 1, 1, -1, 1, 1, 1], [1, -1, 1, 1, 1, 1, -1, -1], [1, -1, 1, 1, 1, 1, 1, -1], [1, -1, 1, -1, 1, 1, -1, -1], [1, -1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1]]","[22, 29, 7]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, -1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1]]","[11, 22, 5]"
"[[-1, 1, -1, 1, 1, 2, 2, 2], [-1, 1, -1, 1, 2, 1, 2, 2], [1, 1, -1, 1, 2, 2, -1, 2], [7, -1, -1, 1, 2, 7, -1, -1], [-1, 1, -1, 2, 7, 7, 7, 1], [7, 2, 4, 7, 7, -1, 7, 2], [7, 2, 4, 2, 7, -1, -1, -1], [4, 4, 4, -1, -1, -1, 2, 2]]","[17, 24, 7]"
"[[-1, 1, -1, -1, -1, -1, -1, -1], [-1, 1, 2, 2, -1, 5, 1, 2], [5, 5, 6, 2, -1, 6, 1, 2], [1, 5, 6, 6, -1, 5, 1, 5], [1, 5, 6, 5, -1, 2, 2, 1], [1, 5, 6, 1, -1, 2, 2, 2], [1, 5, 6, 1, -1, 2, 2, 2], [-1, -1, 1, 1, -1, 1, -1, -1]]","[12, 22, 5]"
"[[1, 1, 1, 1, 1, -1, -1, 1], [-1, -1, -1, -1, -1, -1, -1, 1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[13, 28, 38]"
"[[-1, 1, -1, -1, -1, -1, -1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[13, 27, 38]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [2, 2, 2, 2, 2, -1, 2, -1], [2, 2, 2, 2, 2, 2, 2, -1], [2, 2, 2, 2, 2, 2, 2, -1], [2, 2, 2, 2, 2, 2, 2, -1], [2, 2, 2, 2, 2, 2, 2, -1], [2, 2, 2, 2, 2, 2, 2, -1], [2, 2, 2, 2, 2, 2, 2, -1]]","[11, 12, 22]"
"[[-1, 1, 1, 1, 1, 2, -1, 6], [6, 1, 6, 6, 2, 1, -1, -1], [-1, 3, 3, 2, 1, 1, -1, 1], [-1, 3, 6, 6, 6, 6, -1, 3], [1, 5, 5, 1, 6, 6, -1, 3], [6, 5, 1, 3, 3, 3, -1, 4], [-1, -1, -1, -1, -1, -1, -1, -1], [1, -1, 6, 3, 3, 3, -1, -1]]","[11, 20, 26]"
"[[-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, -1, -1, -1, -1, -1, -1, 1]]","[11, 7, 7]"
"[[-1, -1, -1, -1, -1, 1, -1, -1], [-1, 1, 1, 1, -1, 1, 1, -1], [-1, 1, 1, 1, -1, -1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[21, 22, 39]"
"[[1, -1, -1, 1, 1, 1, 1, 1], [1, 1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[17, 4, 4]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1]]","[22, 32, 9]"
"[[-1, 1, 1, 1, 1, -1, -1, -1], [-1, -1, 1, 1, 1, -1, 1, 1], [-1, 1, 1, 1, 1, -1, 1, 1], [1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 20, 21]"
"[[-1, 1, 1, 1, 1, 1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[11, 22, 7]"
"[[1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, -1, 1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, -1, -1, -1, 1], [1, -1, -1, -1, 1, -1, 1, 1], [1, -1, 1, -1, -1, -1, 1, -1]]","[19, 32, 36]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, -1, 1]]","[11, 12, 30]"
"[[-1, -1, -1, -1, 1, -1, -1, -1], [-1, -1, -1, 1, 1, -1, -1, 1], [1, 1, 1, -1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, -1, -1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1]]","[16, 22, 35]"
"[[1, 1, -1, -1, -1, -1, 1, -1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, -1], [1, -1, 1, 1, 1, -1, 1, -1], [-1, -1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, -1, 1], [1, -1, 1, 1, 1, -1, -1, 1], [1, -1, 1, 1, 1, -1, 1, 1]]","[17, 19, 22]"
"[[1, 1, 1, 1, 1, 1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, -1, 1], [-1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1]]","[11, 21, 7]"
"[[1, -1, -1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, 1, 1, 1, -1, 1, -1, 1], [1, 1, 1, -1, -1, -1, 1, -1], [-1, -1, -1, -1, -1, -1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1]]","[22, 5, 9]"
"[[-1, 1, 1, -1, -1, 1, 1, 1], [1, -1, 1, -1, -1, 1, 1, 1], [1, -1, 1, -1, 1, 1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, -1, 1, -1], [1, -1, -1, 1, 1, -1, -1, 1], [-1, 1, -1, -1, 1, -1, -1, -1]]","[18, 20, 35]"
"[[1, 1, 1, 1, -1, -1, -1, 1], [1, 1, 1, -1, -1, -1, -1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, 1, -1, 1, 1, 1]]","[10, 11, 7]"
"[[1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, 1, -1], [1, 1, 1, 1, 1, -1, 1, -1]]","[24, 3, 3]"
"[[1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 2, 38]"
"[[1, 1, 1, 1, 1, -1, -1, -1], [-1, -1, -1, -1, -1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, -1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 2, 3]"
"[[1, -1, -1, 1, 1, 1, 1, -1], [1, 1, 1, 1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, 1, 1, 1, 1, 1, 1], [1, -1, 1, 1, 1, -1, 1, 1], [1, 1, 1, 1, 1, -1, -1, 1], [1, -1, 1, 1, -1, -1, 1, -1]]","[16, 20, 36]"
"[[1, 1, 1, 1, -1, 1, 1, 1], [1, 1, -1, -1, 1, 1, 1, 1], [-1, -1, 1, -1, 1, 1, 1, 1], [1, 1, -1, -1, 1, -1, -1, 1], [1, 1, 1, 1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, -1, -1], [1, 1, 1, -1, 1, 1, 1, -1], [1, 1, 1, -1, -1, 1, 1, -1]]","[13, 14, 29]"
"[[-1, -1, 1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, -1, 1, 1, 1, -1, 1], [1, 1, -1, 1, 1, 1, -1, 1], [1, -1, -1, 1, 1, 1, -1, 1], [1, -1, -1, 1, -1, -1, 1, 1], [-1, -1, -1, -1, -1, -1, 1, 1], [-1, 1, 1, 1, 1, -1, 1, -1]]","[13, 29, 7]"
"[[1, -1, -1, -1, -1, -1, -1, -1], [1, 1, -1, 2, 2, 2, 2, 2], [-1, -1, -1, 2, 2, 2, 2, 2], [-1, -1, -1, 2, 2, 2, 2, 2], [4, -1, 2, 4, 4, 4, 4, 4], [4, -1, 3, 3, 3, 3, 3, 4], [4, -1, 3, 3, 3, 3, 3, 4], [4, -1, 3, 3, 3, 3, 3, 4]]","[11, 35, 7]"
"[[-1, -1, -1, -1, -1, -1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1]]","[11, 17, 22]"
"[[1, 1, -1, -1, -1, 1, -1, 1], [1, 1, -1, 1, 1, -1, 1, -1], [1, 1, -1, 1, 1, 1, 1, -1], [1, 1, -1, 1, 1, 1, 1, 1], [1, 1, -1, 1, 1, 1, 1, 1], [1, 1, -1, 1, 1, 1, 1, 1], [-1, -1, -1, 1, 1, 1, 1, 1], [-1, -1, -1, 1, 1, 1, 1, 1]]","[21, 22, 9]"
"[[-1, -1, -1, -1, -1, -1, -1, -1], [-1, 2, 2, 2, 5, 5, 4, 4], [-1, 4, 4, 2, 5, 5, 4, 4], [-1, 7, 6, 2, 5, 5, 4, 4], [1, 7, 6, 6, 6, 6, 5, -1], [1, 3, 6, 7, 7, 6, 5, -1], [1, 3, 6, 7, 7, 6, 5, -1], [1, 3, 6, 7, 7, 7, 5, -1]]","[11, 7, 7]"
"[[1, -1, -1, -1, -1, -1, -1, -1], [7, 1, -1, 7, 7, 7, 7, 7], [-1, 7, 1, 7, 1, 1, 1, 1], [-1, 4, 7, 7, 1, 1, 1, 1], [-1, 4, 1, 7, 1, 1, 1, 1], [-1, 4, 1, 4, 4, 4, 4, 4], [-1, 4, 1, 4, 4, 4, 4, 4], [-1, 4, 1, 4, 4, 4, 4, 4]]","[11, 4, 4]"
"[[-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, -1, -1, -1, -1, -1]]","[11, 2, 22]"
"[[-1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, 1], [1, 1, -1, -1, 1, -1, -1, 1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, 1, -1, 1, 1], [1, 1, 1, -1, -1, 1, -1, -1], [1, 1, 1, -1, -1, -1, 1, -1]]","[17, 33, 36]"
"[[1, 1, 1, 1, 1, -1, -1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 22, 35]"
"[[-1, 1, 1, -1, 1, 1, -1, -1], [1, -1, 1, -1, 1, 1, -1, 1], [1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, -1, -1, -1, 1], [1, 1, 1, 1, -1, 1, -1, -1], [-1, 1, 1, 1, 1, 1, 1, -1]]","[23, 27, 6]"
"[[1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, -1, 1], [1, 1, 1, 1, -1, -1, 1, 1], [1, 1, -1, -1, -1, 1, 1, 1], [1, 1, 1, -1, -1, 1, 1, 1], [1, 1, 1, 1, -1, -1, 1, 1], [1, 1, 1, 1, -1, -1, 1, 1], [-1, -1, 1, 1, -1, -1, -1, 1]]","[18, 36, 40]"
"[[-1, -1, -1, -1, -1, -1, 1, 1], [-1, -1, 5, 5, 5, 1, -1, -1], [-1, 4, 7, 5, 7, -1, 7, -1], [4, 7, 1, -1, 7, 4, -1, -1], [7, 7, 7, -1, 7, 6, -1, -1], [1, 7, 4, -1, 4, 6, 1, 1], [4, 1, 4, -1, 7, 6, 6, 6], [1, 7, 4, -1, 6, 6, 6, 6]]","[11, 20, 22]"
"[[1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, -1, -1, -1, -1, -1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1], [1, 1, 1, 1, 1, 1, 1, -1]]","[11, 2, 22]"
"[[1, 1, -1, -1, -1, -1, 1, 1], [1, -1, 1, 1, -1, -1, -1, 1], [1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, -1, -1, 1, 1, 1, 1, 1], [-1, 1, 1, 1, 1, 1, 1, -1], [-1, -1, 1, 1, 1, 1, 1, 1], [-1, 1, -1, 1, 1, 1, 1, 1]]","[10, 11, 19]"
